"SA2_MAIN","SA2_NAME","variable","value"
125041489,"North Parramatta","Dari",184
125041490,"North Rocks","Dari",4
125041491,"Northmead","Dari",125
125041492,"Parramatta - Rosehill","Dari",199
125041493,"Toongabbie - Constitution Hill","Dari",82
125041494,"Winston Hills","Dari",22
126011495,"Epping - North Epping","Dari",3
126011496,"Pennant Hills - Cheltenham","Dari",22
126021497,"Eastwood - Denistone","Dari",17
126021498,"Gladesville - Huntleys Point","Dari",11
126021499,"Hunters Hill - Woolwich","Dari",6
126021500,"Macquarie Park - Marsfield","Dari",67
126021501,"North Ryde - East Ryde","Dari",29
126021502,"Ryde - Putney","Dari",62
126021503,"West Ryde - Meadowbank","Dari",50
127011504,"Ashcroft - Busby - Miller","Dari",20
127011505,"Badgerys Creek - Greendale","Dari",0
127011506,"Cobbitty - Leppington","Dari",0
127011507,"Green Valley - Cecil Hills","Dari",25
127011508,"Hoxton Park - Horningsea Park","Dari",8
127021509,"Bonnyrigg Heights - Bonnyrigg","Dari",0
127021510,"Bossley Park - Abbotsbury","Dari",0
127021511,"Cabramatta - Lansvale","Dari",3
127021512,"Cabramatta West - Mount Pritchard","Dari",0
127021513,"Canley Vale - Canley Heights","Dari",10
127021514,"Edensor Park","Dari",3
127021515,"Fairfield","Dari",36
127021516,"Fairfield - West","Dari",9
127021517,"Greenfield Park - Prairiewood","Dari",0
127021518,"Horsley Park - Kemps Creek","Dari",0
127021519,"Smithfield - Wetherill Park","Dari",7
127021520,"St Johns Park - Wakeley","Dari",6
127021521,"Wetherill Park Industrial","Dari",0
127031522,"Casula","Dari",7
127031523,"Chipping Norton - Moorebank","Dari",0
127031524,"Holsworthy - Wattle Grove","Dari",0
127031525,"Liverpool - Warwick Farm","Dari",80
127031526,"Prestons - Lurnea","Dari",41
128011527,"Caringbah - Lilli Pilli","Dari",0
128011528,"Cronulla - Kurnell - Bundeena","Dari",0
128011529,"Gymea - Grays Point","Dari",0
128011530,"Miranda - Yowie Bay","Dari",0
128011531,"Sylvania - Taren Point","Dari",0
128021532,"Engadine - Loftus","Dari",0
128021533,"Heathcote - Waterfall","Dari",0
128021534,"Illawong - Alfords Point","Dari",0
128021535,"Menai - Lucas Heights - Woronora","Dari",0
128021536,"Oyster Bay - Como - Jannali","Dari",0
128021537,"Royal National Park","Dari",0
128021538,"Sutherland - Kirrawee","Dari",0
102011028,"Avoca Beach - Copacabana","Persian",0
102011029,"Box Head - MacMasters Beach","Persian",0
102011030,"Calga - Kulnura","Persian",0
102011031,"Erina - Green Point","Persian",8
102011032,"Gosford - Springfield","Persian",20
102011033,"Kariong","Persian",6
102011034,"Kincumber - Picketts Valley","Persian",0
102011035,"Narara","Persian",0
102011036,"Niagara Park - Lisarow","Persian",3
102011037,"Point Clare - Koolewong","Persian",4
102011038,"Saratoga - Davistown","Persian",0
102011039,"Terrigal - North Avoca","Persian",4
102011040,"Umina - Booker Bay - Patonga","Persian",0
102011041,"Wamberal - Forresters Beach","Persian",0
102011042,"Woy Woy - Blackwall","Persian",3
102011043,"Wyoming","Persian",6
102021044,"Bateau Bay - Killarney Vale","Persian",6
103011061,"Oberon","Persian",0
103031070,"Lithgow","Persian",0
103031071,"Lithgow Region","Persian",0
103031075,"Wollangambe - Wollemi","Persian",0
107041147,"Helensburgh","Persian",6
115011290,"Baulkham Hills (East)","Persian",241
115011291,"Baulkham Hills (West) - Bella Vista","Persian",104
115011292,"Castle Hill","Persian",339
115011293,"Cherrybrook","Persian",311
115011294,"Glenhaven","Persian",37
115011295,"Kellyville","Persian",346
115011296,"West Pennant Hills","Persian",142
115021297,"Dural - Kenthurst - Wisemans Ferry","Persian",94
115021298,"Galston - Laughtondale","Persian",4
115031299,"Bilpin - Colo - St Albans","Persian",0
115031300,"Kurrajong Heights - Ebenezer","Persian",3
115041301,"Pitt Town - McGraths Hill","Persian",3
115041302,"Rouse Hill - Beaumont Hills","Persian",140
116011303,"Blacktown (East) - Kings Park","Persian",172
116011304,"Blacktown (North) - Marayong","Persian",81
116011305,"Blacktown (South)","Persian",120
116011306,"Doonside - Woodcroft","Persian",127
116011307,"Lalor Park - Kings Langley","Persian",89
116011308,"Seven Hills - Toongabbie","Persian",74
116021309,"Glenwood","Persian",135
116021310,"Parklea - Kellyville Ridge","Persian",318
116021311,"Quakers Hill - Acacia Gardens","Persian",141
116021312,"Riverstone - Marsden Park","Persian",0
116031313,"Bidwill - Hebersham - Emerton","Persian",48
116031314,"Glendenning Dean Park","Persian",28
116031315,"Hassall Grove - Plumpton","Persian",44
116031316,"Lethbridge Park - Tregear","Persian",6
116031317,"Mount Druitt - Whalan","Persian",79
116031318,"Prospect Reservoir","Persian",0
116031319,"Rooty Hill - Minchinbury","Persian",38
117011320,"Banksmeadow","Persian",0
117011321,"Botany","Persian",12
117011322,"Mascot - Eastlakes","Persian",88
117011323,"Pagewood - Hillsdale - Daceyville","Persian",27
117011324,"Port Botany Industrial","Persian",0
117011325,"Sydney Airport","Persian",0
117021326,"Marrickville","Persian",32
117021327,"Petersham - Stanmore","Persian",28
117021328,"Sydenham - Tempe - St Peters","Persian",0
117031329,"Darlinghurst","Persian",13
117031330,"Erskineville - Alexandria","Persian",24
117031331,"Glebe - Forest Lodge","Persian",39
117031332,"Newtown - Camperdown - Darlington","Persian",56
117031333,"Potts Point - Woolloomooloo","Persian",37
117031334,"Pyrmont - Ultimo","Persian",79
117031335,"Redfern - Chippendale","Persian",32
117031336,"Surry Hills","Persian",27
117031337,"Sydney - Haymarket - The Rocks","Persian",49
117031338,"Waterloo - Beaconsfield","Persian",93
118011339,"Bondi - Tamarama - Bronte","Persian",11
118011340,"Bondi Beach - North Bondi","Persian",14
118011341,"Bondi Junction - Waverly","Persian",26
118011342,"Centennial Park","Persian",0
118011343,"Double Bay - Bellevue Hill","Persian",38
118011344,"Dover Heights","Persian",32
118011345,"Paddington - Moore Park","Persian",23
118011346,"Rose Bay - Vaucluse - Watsons Bay","Persian",22
118011347,"Woollahra","Persian",22
118021348,"Coogee - Clovelly","Persian",31
118021349,"Kensington - Kingsford","Persian",151
118021350,"Malabar - La Perouse - Chifley","Persian",48
118021351,"Maroubra","Persian",64
118021352,"Randwick","Persian",48
119011353,"Bankstown","Persian",78
119011354,"Bass Hill - Georges Hall","Persian",25
119011355,"Chullora","Persian",0
119011356,"Condell Park","Persian",16
119011357,"Greenacre - Mount Lewis","Persian",18
119011358,"Padstow","Persian",14
119011359,"Panania - Milperra - Picnic Point","Persian",6
119011360,"Revesby","Persian",4
119011361,"Yagoona - Birrong","Persian",43
119021362,"Belmore - Belfield","Persian",26
119021363,"Canterbury (South) - Campsie","Persian",53
119021364,"Kingsgrove (North) - Earlwood","Persian",3
119021365,"Lakemba - Wiley Park","Persian",45
119021366,"Punchbowl","Persian",9
119021367,"Roselands","Persian",5
119031368,"Hurstville","Persian",14
119031369,"Mortdale - Penshurst","Persian",30
119031370,"Narwee - Beverly Hills","Persian",16
119031371,"Oatley - Hurstville Grove","Persian",3
119031372,"Peakhurst - Lugarno","Persian",16
119031373,"Riverwood","Persian",10
119031374,"South Hurstville - Blakehurst","Persian",16
119041375,"Arncliffe - Bardwell Valley","Persian",13
119041376,"Bexley","Persian",28
119041377,"Kingsgrove (South) - Bardwell Park","Persian",8
119041378,"Kogarah","Persian",13
119041379,"Kogarah Bay - Carlton - Allawah","Persian",6
119041380,"Monterey - Brighton-le-Sands - Kyeemagh","Persian",43
119041381,"Rockdale - Banksia","Persian",39
119041382,"Sans Souci - Ramsgate","Persian",19
120011383,"Concord - Mortlake - Cabarita","Persian",21
120011384,"Concord West - North Strathfield","Persian",52
120011385,"Drummoyne - Rodd Point","Persian",29
120011386,"Five Dock - Abbotsford","Persian",34
120021387,"Balmain","Persian",20
120021388,"Leichhardt - Annandale","Persian",58
120021389,"Lilyfield - Rozelle","Persian",11
120031390,"Ashfield","Persian",35
120031391,"Burwood - Croydon","Persian",22
120031392,"Canterbury (North) - Ashbury","Persian",3
120031393,"Croydon Park - Enfield","Persian",16
120031394,"Dulwich Hill - Lewisham","Persian",27
120031395,"Haberfield - Summer Hill","Persian",13
120031396,"Homebush","Persian",36
120031397,"Strathfield","Persian",26
121011398,"Chatswood (East) - Artarmon","Persian",182
121011399,"Chatswood (West) - Lane Cove North","Persian",203
121011400,"Lane Cove - Greenwich","Persian",114
121011401,"St Leonards - Naremburn","Persian",56
121011402,"Willoughby - Castle Cove - Northbridge","Persian",121
121021403,"Asquith - Mount Colah","Persian",124
121021404,"Berowra - Brooklyn - Cowan","Persian",31
121021405,"Hornsby - Waitara","Persian",698
121021406,"Normanhurst - Thornleigh - Westleigh","Persian",113
121031407,"Gordon - Killara","Persian",173
121031408,"Lindfield - Roseville","Persian",99
121031409,"Pymble","Persian",103
121031410,"St Ives","Persian",179
121031411,"Turramurra","Persian",140
121031412,"Wahroonga - Warrawee","Persian",123
121041413,"Cremorne - Cammeray","Persian",42
121041414,"Crows Nest - Waverton","Persian",63
121041415,"Mosman","Persian",60
121041416,"Neutral Bay - Kirribilli","Persian",46
121041417,"North Sydney - Lavender Bay","Persian",57
122011418,"Balgowlah - Clontarf - Seaforth","Persian",25
122011419,"Manly - Fairlight","Persian",8
122021420,"Avalon - Palm Beach","Persian",0
122021421,"Bayview - Elanora Heights","Persian",8
122021422,"Newport - Bilgola","Persian",7
122021423,"Warriewood - Mona Vale","Persian",22
122031424,"Beacon Hill - Narraweena","Persian",41
122031425,"Cromer","Persian",7
122031426,"Dee Why - North Curl Curl","Persian",53
122031427,"Forestville - Killarney Heights","Persian",43
122031428,"Frenchs Forest - Belrose","Persian",98
122031429,"Freshwater - Brookvale","Persian",24
122031430,"Manly Vale - Allambie Heights","Persian",50
122031431,"Narrabeen - Collaroy","Persian",23
122031432,"Terrey Hills - Duffys Forest","Persian",8
123011433,"Camden - Ellis Lane","Persian",6
123011434,"Elderslie - Harrington Park","Persian",20
123011435,"Mount Annan - Currans Hill","Persian",18
123021436,"Bradbury - Wedderburn","Persian",17
123021437,"Campbelltown - Woodbine","Persian",28
123021438,"Claymore - Eagle Vale - Raby","Persian",37
123021439,"Holsworthy Military Area","Persian",0
123021440,"Ingleburn - Denham Court","Persian",14
123021441,"Leumeah - Minto Heights","Persian",7
123021442,"Macquarie Fields - Glenfield","Persian",10
123021443,"Minto - St Andrews","Persian",33
123021444,"Rosemeadow - Glen Alpine","Persian",70
123031446,"Douglas Park - Appin","Persian",0
123031447,"Picton - Tahmoor - Buxton","Persian",0
123031448,"The Oaks - Oakdale","Persian",0
124011449,"Blackheath - Megalong Valley","Persian",0
124011450,"Blaxland - Warrimoo - Lapstone","Persian",6
124011451,"Blue Mountains - North","Persian",0
124011452,"Katoomba - Leura","Persian",0
124011453,"Lawson - Hazelbrook - Linden","Persian",5
124011454,"Springwood - Winmalee","Persian",4
124011455,"Wentworth Falls","Persian",3
124021456,"Blue Mountains - South","Persian",0
124031457,"Cambridge Park","Persian",8
124031458,"Castlereagh - Cranebrook","Persian",24
124031459,"Emu Plains - Leonay","Persian",15
124031460,"Glenmore Park - Regentville","Persian",38
124031461,"Jamisontown - South Penrith","Persian",8
124031462,"Kingswood - Werrington","Persian",66
124031463,"Mulgoa - Luddenham - Orchard Hills","Persian",6
124031464,"Penrith","Persian",32
124031465,"Warragamba - Silverdale","Persian",0
124041466,"Richmond - Clarendon","Persian",3
124041467,"Windsor - Bligh Park","Persian",9
124041468,"Yarramundi - Londonderry","Persian",0
124051469,"Erskine Park","Persian",4
124051470,"St Clair","Persian",10
124051471,"St Marys - Colyton","Persian",35
125011472,"Auburn","Persian",1046
125011473,"Homebush Bay - Silverwater","Persian",55
125011474,"Lidcombe - Regents Park","Persian",275
125011475,"Rookwood Cemetery","Persian",0
125021476,"Carlingford","Persian",179
125021477,"Ermington - Rydalmere","Persian",157
125021478,"Oatlands - Dundas Valley","Persian",119
125031479,"Chester Hill - Sefton","Persian",117
125031480,"Fairfield - East","Persian",50
125031481,"Granville - Clyde","Persian",182
125031482,"Greystanes - Pemulwuy","Persian",95
125031483,"Guildford - South Granville","Persian",244
125031484,"Guildford West - Merrylands West","Persian",278
125031485,"Merrylands - Holroyd","Persian",683
125031486,"Smithfield Industrial","Persian",0
125031487,"Yennora Industrial","Persian",0
125041488,"Girraween - Westmead","Persian",208
125041489,"North Parramatta","Persian",526
125041490,"North Rocks","Persian",49
125041491,"Northmead","Persian",207
125041492,"Parramatta - Rosehill","Persian",273
125041493,"Toongabbie - Constitution Hill","Persian",124
125041494,"Winston Hills","Persian",82
126011495,"Epping - North Epping","Persian",90
126011496,"Pennant Hills - Cheltenham","Persian",106
126021497,"Eastwood - Denistone","Persian",67
126021498,"Gladesville - Huntleys Point","Persian",45
126021499,"Hunters Hill - Woolwich","Persian",32
126021500,"Macquarie Park - Marsfield","Persian",172
126021501,"North Ryde - East Ryde","Persian",72
126021502,"Ryde - Putney","Persian",216
126021503,"West Ryde - Meadowbank","Persian",150
127011504,"Ashcroft - Busby - Miller","Persian",39
127011505,"Badgerys Creek - Greendale","Persian",6
127011506,"Cobbitty - Leppington","Persian",0
127011507,"Green Valley - Cecil Hills","Persian",141
127011508,"Hoxton Park - Horningsea Park","Persian",38
127021509,"Bonnyrigg Heights - Bonnyrigg","Persian",13
127021510,"Bossley Park - Abbotsbury","Persian",46
127021511,"Cabramatta - Lansvale","Persian",36
127021512,"Cabramatta West - Mount Pritchard","Persian",11
127021513,"Canley Vale - Canley Heights","Persian",26
127021514,"Edensor Park","Persian",7
127021515,"Fairfield","Persian",181
127021516,"Fairfield - West","Persian",49
127021517,"Greenfield Park - Prairiewood","Persian",16
127021518,"Horsley Park - Kemps Creek","Persian",9
127021519,"Smithfield - Wetherill Park","Persian",37
127021520,"St Johns Park - Wakeley","Persian",10
127021521,"Wetherill Park Industrial","Persian",0
127031522,"Casula","Persian",19
127031523,"Chipping Norton - Moorebank","Persian",11
127031524,"Holsworthy - Wattle Grove","Persian",6
127031525,"Liverpool - Warwick Farm","Persian",159
127031526,"Prestons - Lurnea","Persian",40
128011527,"Caringbah - Lilli Pilli","Persian",14
128011528,"Cronulla - Kurnell - Bundeena","Persian",3
128011529,"Gymea - Grays Point","Persian",10
128011530,"Miranda - Yowie Bay","Persian",20
128011531,"Sylvania - Taren Point","Persian",10
128021532,"Engadine - Loftus","Persian",0
128021533,"Heathcote - Waterfall","Persian",3
128021534,"Illawong - Alfords Point","Persian",3
128021535,"Menai - Lucas Heights - Woronora","Persian",5
128021536,"Oyster Bay - Como - Jannali","Persian",3
128021537,"Royal National Park","Persian",0
128021538,"Sutherland - Kirrawee","Persian",20
102011028,"Avoca Beach - Copacabana","Other Iran",0
102011029,"Box Head - MacMasters Beach","Other Iran",0
102011030,"Calga - Kulnura","Other Iran",0
102011031,"Erina - Green Point","Other Iran",3
102011032,"Gosford - Springfield","Other Iran",0
102011033,"Kariong","Other Iran",3
102011034,"Kincumber - Picketts Valley","Other Iran",0
102011035,"Narara","Other Iran",0
102011036,"Niagara Park - Lisarow","Other Iran",0
102011037,"Point Clare - Koolewong","Other Iran",4
102011038,"Saratoga - Davistown","Other Iran",0
102011039,"Terrigal - North Avoca","Other Iran",3
102011040,"Umina - Booker Bay - Patonga","Other Iran",0
102011041,"Wamberal - Forresters Beach","Other Iran",0
102011042,"Woy Woy - Blackwall","Other Iran",0
102011043,"Wyoming","Other Iran",3
102021044,"Bateau Bay - Killarney Vale","Other Iran",0
103011061,"Oberon","Other Iran",0
103031070,"Lithgow","Other Iran",0
103031071,"Lithgow Region","Other Iran",0
103031075,"Wollangambe - Wollemi","Other Iran",0
107041147,"Helensburgh","Other Iran",0
115011290,"Baulkham Hills (East)","Other Iran",33
115011291,"Baulkham Hills (West) - Bella Vista","Other Iran",19
115011292,"Castle Hill","Other Iran",30
115011293,"Cherrybrook","Other Iran",11
115011294,"Glenhaven","Other Iran",0
115011295,"Kellyville","Other Iran",60
115011296,"West Pennant Hills","Other Iran",3
115021297,"Dural - Kenthurst - Wisemans Ferry","Other Iran",5
115021298,"Galston - Laughtondale","Other Iran",0
115031299,"Bilpin - Colo - St Albans","Other Iran",0
115031300,"Kurrajong Heights - Ebenezer","Other Iran",0
115041301,"Pitt Town - McGraths Hill","Other Iran",0
115041302,"Rouse Hill - Beaumont Hills","Other Iran",11
116011303,"Blacktown (East) - Kings Park","Other Iran",150
116011304,"Blacktown (North) - Marayong","Other Iran",37
116011305,"Blacktown (South)","Other Iran",92
116011306,"Doonside - Woodcroft","Other Iran",17
116011307,"Lalor Park - Kings Langley","Other Iran",36
116011308,"Seven Hills - Toongabbie","Other Iran",39
116021309,"Glenwood","Other Iran",28
116021310,"Parklea - Kellyville Ridge","Other Iran",77
116021311,"Quakers Hill - Acacia Gardens","Other Iran",48
116021312,"Riverstone - Marsden Park","Other Iran",6
116031313,"Bidwill - Hebersham - Emerton","Other Iran",31
116031314,"Glendenning Dean Park","Other Iran",18
116031315,"Hassall Grove - Plumpton","Other Iran",62
116031316,"Lethbridge Park - Tregear","Other Iran",27
116031317,"Mount Druitt - Whalan","Other Iran",75
116031318,"Prospect Reservoir","Other Iran",0
116031319,"Rooty Hill - Minchinbury","Other Iran",27
117011320,"Banksmeadow","Other Iran",0
117011321,"Botany","Other Iran",0
117011322,"Mascot - Eastlakes","Other Iran",6
117011323,"Pagewood - Hillsdale - Daceyville","Other Iran",3
117011324,"Port Botany Industrial","Other Iran",0
117011325,"Sydney Airport","Other Iran",0
117021326,"Marrickville","Other Iran",0
117021327,"Petersham - Stanmore","Other Iran",0
117021328,"Sydenham - Tempe - St Peters","Other Iran",0
117031329,"Darlinghurst","Other Iran",0
117031330,"Erskineville - Alexandria","Other Iran",0
117031331,"Glebe - Forest Lodge","Other Iran",0
117031332,"Newtown - Camperdown - Darlington","Other Iran",3
117031333,"Potts Point - Woolloomooloo","Other Iran",3
117031334,"Pyrmont - Ultimo","Other Iran",3
117031335,"Redfern - Chippendale","Other Iran",0
117031336,"Surry Hills","Other Iran",4
117031337,"Sydney - Haymarket - The Rocks","Other Iran",4
117031338,"Waterloo - Beaconsfield","Other Iran",3
118011339,"Bondi - Tamarama - Bronte","Other Iran",0
118011340,"Bondi Beach - North Bondi","Other Iran",0
118011341,"Bondi Junction - Waverly","Other Iran",0
118011342,"Centennial Park","Other Iran",0
118011343,"Double Bay - Bellevue Hill","Other Iran",0
118011344,"Dover Heights","Other Iran",0
118011345,"Paddington - Moore Park","Other Iran",0
118011346,"Rose Bay - Vaucluse - Watsons Bay","Other Iran",0
118011347,"Woollahra","Other Iran",0
118021348,"Coogee - Clovelly","Other Iran",0
118021349,"Kensington - Kingsford","Other Iran",0
118021350,"Malabar - La Perouse - Chifley","Other Iran",0
118021351,"Maroubra","Other Iran",3
118021352,"Randwick","Other Iran",3
119011353,"Bankstown","Other Iran",63
119011354,"Bass Hill - Georges Hall","Other Iran",19
119011355,"Chullora","Other Iran",0
119011356,"Condell Park","Other Iran",0
119011357,"Greenacre - Mount Lewis","Other Iran",58
119011358,"Padstow","Other Iran",7
119011359,"Panania - Milperra - Picnic Point","Other Iran",0
119011360,"Revesby","Other Iran",5
119011361,"Yagoona - Birrong","Other Iran",22
119021362,"Belmore - Belfield","Other Iran",14
119021363,"Canterbury (South) - Campsie","Other Iran",8
119021364,"Kingsgrove (North) - Earlwood","Other Iran",0
119021365,"Lakemba - Wiley Park","Other Iran",154
119021366,"Punchbowl","Other Iran",22
119021367,"Roselands","Other Iran",0
119031368,"Hurstville","Other Iran",0
119031369,"Mortdale - Penshurst","Other Iran",6
119031370,"Narwee - Beverly Hills","Other Iran",0
119031371,"Oatley - Hurstville Grove","Other Iran",0
119031372,"Peakhurst - Lugarno","Other Iran",0
119031373,"Riverwood","Other Iran",0
119031374,"South Hurstville - Blakehurst","Other Iran",0
119041375,"Arncliffe - Bardwell Valley","Other Iran",4
119041376,"Bexley","Other Iran",3
119041377,"Kingsgrove (South) - Bardwell Park","Other Iran",0
119041378,"Kogarah","Other Iran",0
119041379,"Kogarah Bay - Carlton - Allawah","Other Iran",0
119041380,"Monterey - Brighton-le-Sands - Kyeemagh","Other Iran",0
119041381,"Rockdale - Banksia","Other Iran",0
119041382,"Sans Souci - Ramsgate","Other Iran",0
120011383,"Concord - Mortlake - Cabarita","Other Iran",3
120011384,"Concord West - North Strathfield","Other Iran",8
120011385,"Drummoyne - Rodd Point","Other Iran",0
120011386,"Five Dock - Abbotsford","Other Iran",0
120021387,"Balmain","Other Iran",0
120021388,"Leichhardt - Annandale","Other Iran",0
120021389,"Lilyfield - Rozelle","Other Iran",0
120031390,"Ashfield","Other Iran",9
120031391,"Burwood - Croydon","Other Iran",0
120031392,"Canterbury (North) - Ashbury","Other Iran",0
120031393,"Croydon Park - Enfield","Other Iran",0
120031394,"Dulwich Hill - Lewisham","Other Iran",0
120031395,"Haberfield - Summer Hill","Other Iran",0
120031396,"Homebush","Other Iran",20
120031397,"Strathfield","Other Iran",9
121011398,"Chatswood (East) - Artarmon","Other Iran",8
121011399,"Chatswood (West) - Lane Cove North","Other Iran",0
121011400,"Lane Cove - Greenwich","Other Iran",3
121011401,"St Leonards - Naremburn","Other Iran",3
121011402,"Willoughby - Castle Cove - Northbridge","Other Iran",0
121021403,"Asquith - Mount Colah","Other Iran",7
121021404,"Berowra - Brooklyn - Cowan","Other Iran",0
121021405,"Hornsby - Waitara","Other Iran",11
121021406,"Normanhurst - Thornleigh - Westleigh","Other Iran",6
121031407,"Gordon - Killara","Other Iran",3
121031408,"Lindfield - Roseville","Other Iran",0
121031409,"Pymble","Other Iran",16
121031410,"St Ives","Other Iran",3
121031411,"Turramurra","Other Iran",4
121031412,"Wahroonga - Warrawee","Other Iran",3
121041413,"Cremorne - Cammeray","Other Iran",0
121041414,"Crows Nest - Waverton","Other Iran",0
121041415,"Mosman","Other Iran",0
121041416,"Neutral Bay - Kirribilli","Other Iran",0
121041417,"North Sydney - Lavender Bay","Other Iran",6
122011418,"Balgowlah - Clontarf - Seaforth","Other Iran",0
122011419,"Manly - Fairlight","Other Iran",0
122021420,"Avalon - Palm Beach","Other Iran",0
122021421,"Bayview - Elanora Heights","Other Iran",0
122021422,"Newport - Bilgola","Other Iran",0
122021423,"Warriewood - Mona Vale","Other Iran",4
122031424,"Beacon Hill - Narraweena","Other Iran",13
122031425,"Cromer","Other Iran",0
122031426,"Dee Why - North Curl Curl","Other Iran",18
122031427,"Forestville - Killarney Heights","Other Iran",0
122031428,"Frenchs Forest - Belrose","Other Iran",0
122031429,"Freshwater - Brookvale","Other Iran",0
122031430,"Manly Vale - Allambie Heights","Other Iran",0
122031431,"Narrabeen - Collaroy","Other Iran",0
122031432,"Terrey Hills - Duffys Forest","Other Iran",0
123011433,"Camden - Ellis Lane","Other Iran",0
123011434,"Elderslie - Harrington Park","Other Iran",3
123011435,"Mount Annan - Currans Hill","Other Iran",5
123021436,"Bradbury - Wedderburn","Other Iran",6
123021437,"Campbelltown - Woodbine","Other Iran",14
123021438,"Claymore - Eagle Vale - Raby","Other Iran",6
123021439,"Holsworthy Military Area","Other Iran",0
123021440,"Ingleburn - Denham Court","Other Iran",20
123021441,"Leumeah - Minto Heights","Other Iran",0
123021442,"Macquarie Fields - Glenfield","Other Iran",10
123021443,"Minto - St Andrews","Other Iran",0
123021444,"Rosemeadow - Glen Alpine","Other Iran",3
123031446,"Douglas Park - Appin","Other Iran",0
123031447,"Picton - Tahmoor - Buxton","Other Iran",0
123031448,"The Oaks - Oakdale","Other Iran",0
124011449,"Blackheath - Megalong Valley","Other Iran",0
124011450,"Blaxland - Warrimoo - Lapstone","Other Iran",0
124011451,"Blue Mountains - North","Other Iran",0
124011452,"Katoomba - Leura","Other Iran",0
124011453,"Lawson - Hazelbrook - Linden","Other Iran",0
124011454,"Springwood - Winmalee","Other Iran",6
124011455,"Wentworth Falls","Other Iran",0
124021456,"Blue Mountains - South","Other Iran",0
124031457,"Cambridge Park","Other Iran",0
124031458,"Castlereagh - Cranebrook","Other Iran",14
124031459,"Emu Plains - Leonay","Other Iran",0
124031460,"Glenmore Park - Regentville","Other Iran",10
124031461,"Jamisontown - South Penrith","Other Iran",15
124031462,"Kingswood - Werrington","Other Iran",16
124031463,"Mulgoa - Luddenham - Orchard Hills","Other Iran",0
124031464,"Penrith","Other Iran",10
124031465,"Warragamba - Silverdale","Other Iran",0
124041466,"Richmond - Clarendon","Other Iran",0
124041467,"Windsor - Bligh Park","Other Iran",0
124041468,"Yarramundi - Londonderry","Other Iran",0
124051469,"Erskine Park","Other Iran",0
124051470,"St Clair","Other Iran",6
124051471,"St Marys - Colyton","Other Iran",25
125011472,"Auburn","Other Iran",165
125011473,"Homebush Bay - Silverwater","Other Iran",9
125011474,"Lidcombe - Regents Park","Other Iran",33
125011475,"Rookwood Cemetery","Other Iran",0
125021476,"Carlingford","Other Iran",24
125021477,"Ermington - Rydalmere","Other Iran",31
125021478,"Oatlands - Dundas Valley","Other Iran",25
125031479,"Chester Hill - Sefton","Other Iran",11
125031480,"Fairfield - East","Other Iran",22
125031481,"Granville - Clyde","Other Iran",72
125031482,"Greystanes - Pemulwuy","Other Iran",58
125031483,"Guildford - South Granville","Other Iran",52
125031484,"Guildford West - Merrylands West","Other Iran",64
125031485,"Merrylands - Holroyd","Other Iran",147
125031486,"Smithfield Industrial","Other Iran",0
125031487,"Yennora Industrial","Other Iran",0
125041488,"Girraween - Westmead","Other Iran",76
125041489,"North Parramatta","Other Iran",50
125041490,"North Rocks","Other Iran",7
125041491,"Northmead","Other Iran",46
125041492,"Parramatta - Rosehill","Other Iran",56
125041493,"Toongabbie - Constitution Hill","Other Iran",36
125041494,"Winston Hills","Other Iran",6
126011495,"Epping - North Epping","Other Iran",6
126011496,"Pennant Hills - Cheltenham","Other Iran",6
126021497,"Eastwood - Denistone","Other Iran",8
126021498,"Gladesville - Huntleys Point","Other Iran",5
126021499,"Hunters Hill - Woolwich","Other Iran",0
126021500,"Macquarie Park - Marsfield","Other Iran",10
126021501,"North Ryde - East Ryde","Other Iran",3
126021502,"Ryde - Putney","Other Iran",17
126021503,"West Ryde - Meadowbank","Other Iran",9
127011504,"Ashcroft - Busby - Miller","Other Iran",30
127011505,"Badgerys Creek - Greendale","Other Iran",6
127011506,"Cobbitty - Leppington","Other Iran",0
127011507,"Green Valley - Cecil Hills","Other Iran",158
127011508,"Hoxton Park - Horningsea Park","Other Iran",32
127021509,"Bonnyrigg Heights - Bonnyrigg","Other Iran",17
127021510,"Bossley Park - Abbotsbury","Other Iran",7
127021511,"Cabramatta - Lansvale","Other Iran",3
127021512,"Cabramatta West - Mount Pritchard","Other Iran",4
127021513,"Canley Vale - Canley Heights","Other Iran",6
127021514,"Edensor Park","Other Iran",7
127021515,"Fairfield","Other Iran",34
127021516,"Fairfield - West","Other Iran",50
127021517,"Greenfield Park - Prairiewood","Other Iran",0
127021518,"Horsley Park - Kemps Creek","Other Iran",0
127021519,"Smithfield - Wetherill Park","Other Iran",25
127021520,"St Johns Park - Wakeley","Other Iran",0
127021521,"Wetherill Park Industrial","Other Iran",0
127031522,"Casula","Other Iran",65
127031523,"Chipping Norton - Moorebank","Other Iran",8
127031524,"Holsworthy - Wattle Grove","Other Iran",13
127031525,"Liverpool - Warwick Farm","Other Iran",198
127031526,"Prestons - Lurnea","Other Iran",169
128011527,"Caringbah - Lilli Pilli","Other Iran",0
128011528,"Cronulla - Kurnell - Bundeena","Other Iran",0
128011529,"Gymea - Grays Point","Other Iran",0
128011530,"Miranda - Yowie Bay","Other Iran",0
128011531,"Sylvania - Taren Point","Other Iran",0
128021532,"Engadine - Loftus","Other Iran",3
128021533,"Heathcote - Waterfall","Other Iran",0
128021534,"Illawong - Alfords Point","Other Iran",0
